CIK,day -1,day 0,R,MKT,1d - MKT,vol,EA,10d - MKT,30d - MKT,60d - MKT,90d - MKT,120d - MKT,IDT,1d - IDT,10d - IDT,30d - IDT,60d - IDT,90d - IDT,120d - IDT
866787,2017-12-21,2017-12-22,1.0121403686734205,0.99860049,0.013539878673420547,1.0754354167083853,,0.06774984823421315,0.03148045771107344,-0.08061557390109353,-0.07731804957146582,-0.07388774111897034,Rtail,0.0052510286734204215,0.05809501952103657,-0.041534020475719746,-0.1296432975576216,-0.1473900210698661,-0.17635108094199226
866787,2017-12-20,2017-12-21,1.0131117165377326,1.00169832,0.011413396537732545,1.0310704227844507,,0.06825818091318214,0.05661455222107037,-0.09562087733698554,-0.07896957668397875,-0.0612588933275483,Rtail,0.01361275653773264,0.05900705363548231,-0.014474422686856503,-0.13693079438379163,-0.15217131490957625,-0.16187412691266811
866787,2011-12-13,2011-12-14,1.0037411873593025,0.9918516,0.011889587359302456,1.1246155426927424,,-0.030127201306009432,-0.012896266629071507,0.012446416583639763,0.029908551989444643,0.0958491719166843,Rtail,0.005974787359302569,-0.023784234917873404,0.005734686969827596,0.0272114152475873,0.03827375269051836,0.03205139808400048
1177609,2017-05-10,2017-05-11,0.9900498151594439,0.9956046799999999,-0.005554864840556006,0.8258091642746135,,-0.006786942282252295,-0.1003675018028819,-0.07318251656414732,-0.10327581947284159,-0.0263075105723789,Rtail,0.0024176251594439924,0.010886890097699609,-0.04320878463841715,-0.01915495767224018,-0.03157417324761336,0.04050449700233916
1037461,2010-05-25,2010-05-26,1.0412723358842888,1.0308792500000001,0.010393085884288666,1.5280933813806787,,0.008027981666755224,0.16278300235207244,0.09863002228628492,0.028012401078324922,0.09521784473001005,Rtail,0.024458335884288696,0.028152674854515225,0.2408423867795324,0.17078136181171322,0.07181615469416669,0.16489294317436753
1037461,2009-05-27,2009-05-28,0.9737497379306038,1.0274863,-0.053736562069396254,1.1031029861175001,,-0.15595763118086126,-0.11316166728310262,-0.26552617917665866,-0.19625546581466102,-0.22587645353366237,Rtail,-0.03383106206939612,-0.11921269624313702,-0.10474094718430238,-0.22666800360963213,-0.1547373107822484,-0.1959209125891519
1037461,2007-04-19,2007-04-20,1.012352780471469,1.0064786399999999,0.005874140471469058,0.7041528595422136,,0.016930036401054283,0.05022239913392634,0.048994727347245304,0.023713893506009387,0.019956054677221724,Rtail,0.004325680471468862,0.040644950638149324,0.05676440186231213,0.08841490007758979,0.06575596125101113,0.10556150500292838
1037461,2007-04-04,2007-04-05,0.9955647094254156,1.00360155,-0.008036840574584314,0.5328701682143357,,0.012999624702016987,0.011613325822072307,0.027710980631189486,-0.08523361339485802,-0.03586394396645787,Rtail,-0.011547890574584496,0.01504349849744524,0.04665913344085859,0.059303795759066746,-0.02737251812853947,0.055107461743299724
885639,2011-05-13,2011-05-16,1.0087004417774983,0.99130836,0.01739208177749829,1.7060923900015914,,-0.04182135164965495,-0.05273901068152831,-0.029965835154854514,-0.029084384780163286,0.06989616709464541,Rtail,0.021177781777498295,-0.015104674366874682,-0.03902153959068855,-0.04348862489073391,-0.09957772246555796,0.012197627492681495
1489979,2014-10-07,2014-10-08,0.9994362892327608,0.9949310999999998,0.004505189232760998,0.8160879882185883,,-0.04206435989542412,0.052910869684995365,0.09656512909844994,-0.05673040213949099,0.05818573318258213,Rtail,-0.003532180767239046,-0.05400513398023843,0.018109625836046472,0.013278565787552266,-0.16915053444667394,-0.07596156779489993
1562039,2016-11-16,2016-11-17,1.0008321388762502,1.00399104,-0.0031589011237498354,0.6106684703532892,,-0.009364623079145429,-0.038827744586119595,-0.07754363941863796,-0.08713609528402277,-0.0992754303146739,Rtail,-0.0027499411237497107,-0.013460138038639546,-0.005021111635727715,-0.033371507465578265,-0.04378035335146868,-0.08635011306978413
1562039,2016-08-19,2016-08-22,1.0016838946302054,1.00249946,-0.0008155653697945464,2.0748966026313167,,0.008165543214678328,0.018258796555381873,-0.0002270061991114236,-0.034499329431822545,-0.07328562469090905,Rtail,-0.0001162753697947494,0.023269721726369208,0.036189623100644774,0.05714728122233992,0.04388867901595006,0.028793063610907943
1562039,2014-06-04,2014-06-05,1.0270748085943633,1.01314158,0.01393322859436319,0.7119721437356941,,-0.00551864168060523,-0.04876920713096089,-0.01981806066655789,0.06715845543278087,0.19751686315688288,Rtail,0.012324208594363117,0.007801336319485985,-0.03519967392572787,-0.017717103163728876,0.02927623550266789,0.13435133804300192
1562039,2014-03-31,2014-04-01,1.0182458290333014,1.01162523,0.0066205990333014775,0.6666823976481996,,-0.012569121761653035,0.015350464687859833,0.06169770322379775,0.14129142666617023,0.08189051149346294,Rtail,0.002786629033301402,-0.010521782146043601,0.028538685810162834,0.10207641201566298,0.16832851789810066,0.10503474966512605
1562039,2013-12-02,2013-12-03,0.9975668543656988,0.99590238,0.0016644743656988314,0.9868503791922459,,0.06683397551018844,-0.02440799546630923,-0.05386189026857513,-0.10520906688014775,-0.07712727507035388,Rtail,0.00714502436569886,0.08270529487102873,0.0346197715311255,0.00453989493466922,-0.034695811145017186,0.02984136163361273
86144,2011-12-09,2011-12-12,1.0014238579534898,0.9748554,0.02656845795348972,1.0059749597928995,,-0.0015439622853048451,0.00757317755362541,-0.0702688493964696,-0.06827628566782362,-0.13853710837943822,Rtail,0.027002957953489726,0.005912425622435102,0.027600955312140796,-0.0648920290614976,-0.07610278992074337,-0.20745379364628058
