CIK,day -1,day 0,R,MKT,R - MKT,vol,EA,1d - MKT,10d - MKT,30d - MKT,60d - MKT,90d - MKT,120d - MKT,IDT,1d - IDT,10d - IDT,30d - IDT,60d - IDT,90d - IDT,120d - IDT
1108827,2017-09-22,2017-09-25,0.9641576828152104,0.99799875,-0.03384106718478963,0.9754759260188993,,-0.03384106718478963,0.057828056812272655,0.19836373678514785,-0.022731004980271363,-0.04716738216361982,-0.0521124001355191,Oil,-0.05234395718478957,0.058699197973640205,0.1705654680190829,-0.0049783108298384615,-0.03464792585345955,0.029787852859251895
1108827,2017-10-24,2017-10-25,1.0590550939663332,0.9968898,0.06216529396633319,0.8236622054603092,0.0,0.06216529396633319,0.2727746187429798,0.17628666842366303,0.31661717778211096,0.10891681966538891,0.549300286066801,Oil,0.06347329396633328,0.23718562329853055,0.17403360028502934,0.2589742884766113,0.1742966118238931,0.4781905453496176
1108827,2017-04-25,2017-04-26,0.9864291901671088,1.0009001999999998,-0.014471009832890958,1.6415767159711148,0.0,-0.014471009832890958,-0.0026914640977864224,-0.23164235883141926,-0.2552595003223955,-0.4028528131377487,-0.3293904614620231,Oil,0.0009826601671089064,0.008254017359146992,-0.1517742596632783,-0.16581890971433488,-0.29010084018299886,-0.2713267740446501
1108827,2017-07-25,2017-07-26,0.8619565209504106,0.99800084,-0.13604431904958936,0.7694877513219536,0.0,-0.13604431904958936,-0.18086525604054904,-0.15463481025417136,-0.12630266625027298,0.04807656460680687,0.04961852271355638,Oil,-0.14795465904958938,-0.17359778406388482,-0.14927881835182355,-0.14149979509795962,0.018072575221450116,-0.028886865600743272
1108827,2017-11-20,2017-11-21,1.081891583840731,1.00619665,0.07569493384073112,1.0481605691526092,,0.07569493384073112,0.03356364879563967,0.14337138598728338,-0.05723434945027117,0.10442010676358926,0.4361910312748405,Oil,0.07367541384073095,0.035688629679617945,0.08976191018166757,-0.003210091437708007,0.11872159645086033,0.3179781980087246
1108827,2016-05-18,2016-05-19,1.0327683558590808,1.00417525,0.028593105859080703,0.8346674309906448,,0.028593105859080703,0.060701132963892235,0.0027632872734226765,0.04346362404157733,-0.06825764666148815,-0.15651079889109232,Oil,0.02997080585908085,0.08392490425286714,-0.011769898860879868,0.08932087968406721,0.011867789303891318,-0.12785039472145177
1108827,2016-10-25,2016-10-26,1.0181498517170386,0.99440759,0.023742261717038637,0.887139794857903,0.0,0.023742261717038637,-0.022321228644302527,0.13120058726139394,-0.01303294085509421,-0.35445607887713426,-0.47373988312227455,Oil,0.018554221717038577,-0.020924585907763027,0.09188355425848793,-0.013901828190665766,-0.23748722362413077,-0.33932455153975993
1108827,2016-06-20,2016-06-21,0.9588825088281476,1.0000958,-0.04121329117185235,0.7966250267427051,,-0.04121329117185235,-0.07964312586059896,-0.07649420802420304,-0.15141403572864853,-0.11718468985947217,-0.05977078213729636,Oil,-0.0458526911718522,-0.07581286416311239,-0.009447041521272959,-0.09349237969186963,-0.09627845071573882,-0.07150659292568728
1108827,2018-05-16,2018-05-17,1.0107526409159933,0.99789954,0.012853100915993232,0.6780121367200057,,0.012853100915993232,-0.09995762677230724,-0.058718563424439485,-0.28980318826325124,-0.19745450625311423,-0.279977146125422,Oil,0.0021962809159932206,-0.08033660721056368,-0.045088162337153626,-0.21126236006287613,-0.13912820254281943,-0.1798582305268671
1108827,2016-07-26,2016-07-27,1.0253090236002633,1.0003974800000002,0.024911543600263153,0.7275868536391563,0.0,0.024911543600263153,0.09886689681571736,0.1144873549269434,0.044521567318890676,0.13509856795260067,-0.006646039863607234,Oil,0.037698673600263244,0.11065019313986002,0.07428034388651761,-0.0029421309159389786,0.055177900580993366,-0.0482169645374273
1108827,2016-04-26,2016-04-27,1.057407305804247,0.9924798399999999,0.06492746580424713,0.9796144566354563,0.0,0.06492746580424713,0.13073616659347476,0.20818470363256436,0.01725772797964109,0.1307987857152415,0.04719845976158332,Oil,0.05614236580424703,0.14052799686085338,0.20437785780036521,0.0559546054777218,0.17707370616765572,0.06084297966126151
1108827,2015-05-13,2015-05-14,0.9920831343562442,1.01060505,-0.018521915643755715,0.8859709224940246,,-0.018521915643755715,-0.07402142056003125,-0.08802466189543279,-0.2877883814553712,-0.30575783598156026,-0.1996694317645452,Oil,-0.011415305643755813,-0.045823118732234436,-0.03188691457739157,-0.14117674640700306,-0.15769927746103463,-0.11998310878972052
1108827,2019-05-16,2019-05-17,1.0,0.98624745,0.013752549999999975,0.3451992443457598,,0.013752549999999975,-0.08374035852289774,-0.13478571810751228,-0.4773167513468509,-0.5050642198756563,-0.5986277187373645,Oil,0.012494000000000005,-0.05042362626919883,-0.09446408141375529,-0.3675396313426351,-0.409727275806266,-0.46752423633913076
1108827,2014-05-13,2014-05-14,0.9932258359847516,0.985054,0.008171835984751574,0.6919554736131955,,0.008171835984751574,0.016185422910011793,0.04999657444101202,0.07808289131844659,-0.054603495389290435,-0.2872740209581629,Oil,0.0074090659847515505,0.02609180489059648,0.043008622770002614,0.09300153520931587,0.03183190390358648,-0.10726794513798221
1108827,2014-03-07,2014-03-10,0.9761174046965035,0.99290558,-0.01678817530349641,1.3524640804883197,,-0.01678817530349641,0.004368583228430589,0.07871597329377145,0.060023855278575455,0.13041985492925035,0.14804412645873288,Oil,-0.013353155303496345,-0.004707621231641701,0.0014299139191542576,-0.014966072904051497,0.04066709452932726,0.09035799261519672
