,Annual return,Cumulative return,Annual volatility,Max drawdown,Alpha,A.pvalue,Beta,B.pvalue
1326380_2016-05-26_2016-10-03,-0.19216667526916542,0.9266177822153925,0.035544499102806645,-0.1607587096027282,-0.004977788317650056,0.40130688257437486,0.81377269346975,0.008482413543169566
1326380_2016-05-02_2016-09-07,-0.324459556532137,0.8692830231828897,0.03705096622135034,-0.21693449707532064,-0.007103651978891512,0.23993574034234305,1.187956915652681,0.0006667525189361454
1326380_2016-03-28_2016-08-02,-0.07710033181473186,0.9717513998950043,0.033810183580819414,-0.2408628118112065,-0.00415595580588024,0.41037991759332904,1.0040120214331236,0.00017900352902015882
1326380_2016-03-24_2016-08-01,0.007417673015107429,1.0026428781795897,0.03319726630461372,-0.24086281181120595,-0.0034527228277971833,0.4904933769445562,0.9853817384900523,0.00020545338341730192
1326380_2016-03-09_2016-07-15,-0.2680650363585372,0.8945349617177057,0.03177525166291701,-0.24086281181120628,-0.006803913153985652,0.15567573846182114,0.9632805311524228,0.0001295983434186193
1326380_2016-03-02_2016-07-08,-0.3125614897173684,0.8747203591691608,0.03369597308014562,-0.24086281181120595,-0.007036674089877848,0.17769049977115536,1.0356997305295428,0.00014371218127282568
1326380_2016-02-24_2016-06-30,-0.2800847162055481,0.8892606378878477,0.03270076812072176,-0.24086281181120617,-0.006798805325523127,0.19129109772276084,0.8733748525143159,0.00036246679653614676
1326380_2016-02-23_2016-06-29,-0.2622221058507951,0.8970787828913173,0.032802137490174646,-0.24086281181120606,-0.006377555569093918,0.21975065823826856,0.8891173575695916,0.0003200259103486684
1326380_2016-01-12_2016-05-19,0.06875304463655763,1.0240315673049494,0.03676374266976282,-0.1602756204396908,-0.000790599768025313,0.8928186504528255,0.7262873006746436,0.0009177466171022659
1326380_2015-11-23_2016-04-04,-0.4216184448091016,0.8223876576237757,0.039593275778004595,-0.3389607078130046,-0.00453156432912305,0.4966467248633909,0.6994857286443741,0.001235555286038443
1326380_2015-08-27_2016-01-05,-0.7345186111247377,0.6227272723519578,0.044173410282705716,-0.40315025141031424,-0.014809691357526522,0.03891204336091181,1.133346852347988,8.622906844795921e-06
1326380_2015-07-17_2015-11-20,-0.38375277024959686,0.8412256237810867,0.04233450361092469,-0.2166947528853681,-0.004048481722563779,0.5541350489939914,0.9822872097707311,7.051221348422898e-06
1326380_2015-06-29_2015-11-03,0.2829171442091778,1.0930558685910379,0.030687970751620133,-0.15050589368332423,0.002949935756381139,0.5352997963024622,0.8388295812083973,8.541636459306816e-08
1326380_2015-06-02_2015-10-07,-0.033385489164774795,0.9879462683811662,0.029749944734128793,-0.15050589368332423,0.0012862148000001294,0.7750713166668464,0.840137581451299,6.791987309844059e-08
1326380_2015-05-28_2015-10-02,0.04019551067740457,1.014174043426396,0.031222770282201176,-0.15050589368332445,0.0027029296431051453,0.5867007062000138,0.7993482958205173,4.349649276322228e-06
1326380_2015-03-26_2015-08-03,0.5108722966620827,1.1588038077345433,0.02637764287749643,-0.05862232026593084,0.004262649562210008,0.3466173754196845,0.9327574734669665,0.000386246729899333
1326380_2015-03-09_2015-07-15,0.4322934796444273,1.1369090396081962,0.02712326733933393,-0.08829224751830111,0.003676273252529727,0.4234188855108073,0.7469626515694163,0.0024497452666662153
1326380_2015-03-03_2015-07-09,0.7152281136269145,1.2125129564593915,0.027684570630632743,-0.08829224751830123,0.006807021666957791,0.15055395433741472,0.7231875546586515,0.004366371103106156
1326380_2015-01-15_2015-05-26,0.5372520737650122,1.1659895929388018,0.028221928108656317,-0.08829224751830134,0.0027001650794225007,0.5576625117524812,1.049628755816986,9.858894555412016e-06
1326380_2015-01-13_2015-05-21,0.8434015692592753,1.244125721338057,0.03463130099139659,-0.08829224751830134,0.005003101840656221,0.3961246849975938,0.9410005527455307,0.001386320096589542
1326380_2014-11-20_2015-04-01,-0.3419421351298777,0.861180754482269,0.0490979152345285,-0.2723956951570752,-0.0063291732981253235,0.4601976952763388,0.8452617176732575,0.016169981782290923
1326380_2014-11-12_2015-03-24,-0.15302392648705188,0.9424095828429485,0.04877883045354214,-0.2820512655511568,-0.0036275586818139693,0.6723459794537279,0.9136480491685308,0.012237144648616756
1326380_2014-10-29_2015-03-10,-0.05820536074734883,0.9788105639469292,0.04929108496592512,-0.28638496751708165,-0.00245498299175384,0.7759640568105133,0.9398031759080335,0.012657649690680032
1326380_2014-09-24_2015-02-02,-0.35900419307486764,0.8531388323650351,0.050023210550866254,-0.2863849675170814,-0.005969639807985927,0.4835167939345698,0.9635492283079964,0.003010645494439584
1326380_2014-09-16_2015-01-23,-0.3986798951992683,0.8338908093265391,0.04898869506391225,-0.28829428846665295,-0.007582832956204988,0.36392754607167577,0.9236329480911323,0.004817995806245648
1326380_2014-08-21_2014-12-29,-0.4043592226371,0.8310694030861071,0.0439571539952461,-0.2944297327140226,-0.007625404221718424,0.2993499607958054,1.1418339196662377,0.0006247374178210577
1326380_2014-08-19_2014-12-24,-0.4325920252308014,0.8167807856465862,0.04410440504404947,-0.2944297327140222,-0.007881515697198194,0.2847506046468737,1.1339952299565317,0.0006974577433477662
1326380_2014-06-26_2014-10-31,0.15859457371029184,1.0539807405270547,0.03267637049811564,-0.19305852507083576,0.0007768597789208354,0.8834331630512792,1.0557996462685273,6.595501778750144e-05
1326380_2014-05-22_2014-09-29,0.4448388180923015,1.1404555356603339,0.03518534408220497,-0.14013013662243634,0.0028190053710219765,0.6427298863860362,1.4228915784443203,0.0008916863053494043
1326380_2014-03-28_2014-08-05,0.049715106610493054,1.017479146180198,0.03744057431558696,-0.19261093387296446,0.00045177880944868853,0.9431322214720728,1.2710421555471454,0.0021169914883082106
1326380_2014-03-27_2014-08-04,0.3624696438044708,1.1167960509454686,0.04047046400888947,-0.19261093387296468,0.0025412257818939743,0.7143326878675698,1.5083062388262833,0.001068712869501099
1326380_2014-03-11_2014-07-17,0.21398372354829265,1.071706890131866,0.04089000427145745,-0.19261093387296502,0.0016015329475342899,0.8273740058157603,1.1838611910762562,0.015364829122036766
1326380_2014-03-04_2014-07-10,0.3686674432365131,1.1186077774071446,0.04105736236087209,-0.1926109338729648,0.0025791214327304246,0.727913598976115,1.1905926632755577,0.01832664945053393
1326380_2013-12-09_2014-04-17,-0.23248444208571262,0.9098288625440247,0.054579297315780685,-0.33627622089768483,-0.003223419042302389,0.7445278799002295,0.6003851716488803,0.22994623310692638
1326380_2013-11-21_2014-04-02,-0.2812880441165425,0.888729500203517,0.05376724832540646,-0.3362762208976846,-0.0037449869782146816,0.7005758097844506,0.4494263313078665,0.3940325848178481
1326380_2013-11-15_2014-03-27,-0.6871174817410275,0.66035737904042,0.05253902921062239,-0.40155665024630627,-0.012137089996893557,0.20550040430218264,0.22376050610384374,0.6665066721930342
1326380_2013-08-22_2013-12-30,-0.1359710216192963,0.9491427586706112,0.03455245841978799,-0.21722518298988136,-0.00572305370764481,0.32378861844951234,1.221892124842903,0.0002749665140074055
1326380_2013-07-19_2013-11-22,0.4691129487251915,1.1472618881891665,0.038740682192536936,-0.15263068053894446,0.000974210194793601,0.877530397999585,1.3733272776271916,0.00021825145727714013
1326380_2013-06-27_2013-11-01,1.302435827647117,1.3469537723455423,0.034025845041449516,-0.06271378380931492,0.004732770751245452,0.3847654279669618,1.233520417163602,0.00014740962244841726
1326380_2013-06-17_2013-10-22,1.6816836898180552,1.422337618741122,0.035651282674876376,-0.06271378380931514,0.007436115488485662,0.2245738862936048,0.6447284523004195,0.03470476142187152
1326380_2013-05-23_2013-09-30,1.4580417896588278,1.3787837778428678,0.04638968442294612,-0.11913355201722908,0.008455145170314315,0.32456391929492845,0.6221733928109509,0.1408226116665388
1326380_2013-05-13_2013-09-18,1.2814964445454793,1.3425659904242817,0.04747069462027326,-0.20221326326928957,0.007605069319427171,0.3786611304060107,0.6653959523471489,0.12428316489009858
1326380_2013-03-28_2013-08-05,4.169038012005316,1.7979979317166424,0.04440345179303931,-0.20221326326928946,0.018657992992831218,0.023829635596395147,0.5221336717067218,0.18761022701711494
1326380_2013-03-05_2013-07-11,3.815587805665049,1.753086412000821,0.04457948260725327,-0.20221326326928968,0.017801318840773517,0.029617729557587204,0.6362436300372952,0.1005016280592493
1326380_2013-02-26_2013-07-03,3.488243157278804,1.7095602865254573,0.04578566419330275,-0.20221326326928946,0.016823307834554768,0.0443928542352416,0.6808906933782155,0.08941656138604366
1326380_2012-11-15_2013-03-27,0.23915859251959137,1.0795918678750807,0.03575897262891597,-0.18756734917947415,-0.0016279574001530905,0.7925963500082867,1.3872661927176844,4.529039145111026e-05
1326380_2012-08-16_2012-12-26,1.4857565183615207,1.3843159078608438,0.03754872768205964,-0.10564141365855217,0.007711169096898285,0.2498651075141355,0.6836367635079711,0.04616651791266128
1326380_2012-07-27_2012-12-05,2.787839666676838,1.6090458671275245,0.039024931192429946,-0.09805617689715573,0.012008315441365935,0.07922639384800227,0.7202921409255278,0.04417027451646411
1326380_2012-06-21_2012-10-26,1.128969037897134,1.3097950284456714,0.038344148292371316,-0.1437126388888761,0.005349583614851605,0.404452998997197,0.8875598688035723,0.0038555367411889424
1326380_2012-05-17_2012-09-24,0.6464673853628529,1.194924331197279,0.0367944702227904,-0.2019279415072016,0.003212817281800673,0.6027262242737791,0.6087366036255032,0.01999161108986828
1326380_2012-05-11_2012-09-18,0.31685308939001033,1.103295641384679,0.041945610066322046,-0.24664750122246748,0.0016082697323416273,0.8170025812296795,0.7501481926961282,0.009444897149046609
1326380_2012-03-26_2012-08-01,-0.6670116870999931,0.6752100928558264,0.034168605514629136,-0.3390756282990913,-0.010267446471878494,0.06814476602508024,0.8304505035541383,0.0003107516174501228
1326380_2012-02-10_2012-06-19,-0.45920971458544957,0.8028846815140321,0.03549230856447309,-0.28090799690896295,-0.005916025802158109,0.32237135525161664,0.7597601261698763,0.00726655529393653
1326380_2012-02-08_2012-06-15,-0.5887980469683067,0.728052269920132,0.03623217765195186,-0.28090799690896306,-0.007961191820048175,0.19213954603160927,0.7555608280732748,0.008397801590362762
1326380_2011-11-17_2012-03-28,0.21217200419171856,1.071135405573806,0.03283536078718339,-0.10015837940305117,-0.0010344498844376826,0.8480679125619823,0.7078982263069262,0.006442124408205973
1326380_2011-09-02_2012-01-11,0.30812093800719564,1.1006771819702745,0.03590537386377734,-0.1790076487589961,0.0008833890628552332,0.8650585659163819,0.7115043905948941,1.305357523015685e-05
1326380_2011-08-18_2011-12-23,0.36040806689339067,1.1161922415146532,0.03760586394137554,-0.179007648758996,0.0010101368206680839,0.8417218684933352,0.7867766782010788,3.364332827729507e-07
1326380_2011-07-12_2011-11-15,-0.1347614521205972,0.9496170887985736,0.040642481739364106,-0.17533254635660567,0.000583237902463507,0.9173966555167015,0.6449962247934204,4.186900292991579e-06
1326380_2011-06-27_2011-11-01,-0.0793122770717335,0.9709189618698907,0.04069290406687767,-0.25328469455029345,0.001522976240469598,0.7884082309672038,0.6656878587837651,2.7617550235010937e-06
1326380_2011-05-19_2011-09-26,-0.33545734411318195,0.8642020817747131,0.03824819111302385,-0.27472528364120863,1.1820600356315936e-05,0.998298158108961,0.7055707035714753,4.939461930580504e-06
1326380_2011-05-16_2011-09-21,-0.28925959872599705,0.8851964100932163,0.03705784821599707,-0.27472528364120885,0.0007620476983849489,0.8901875129298187,0.6151310058626848,0.0001298399389997266
1326380_2011-04-01_2011-08-09,-0.17911445378457924,0.9319371963023757,0.03171963807833271,-0.2711804277491454,-0.00025123572708862785,0.9583943911705249,0.8961726289050429,9.786802789692095e-07
1326380_2011-03-24_2011-08-01,0.18815382749919451,1.0635067232943567,0.02765538817689882,-0.18078690675776132,0.00028659143982490143,0.9515600942252477,0.7469529723464766,0.0028563009768240205
1326380_2011-02-09_2011-06-17,1.2794318196201426,1.3421319548270114,0.025244050485389774,-0.07408714332038646,0.009396985015122095,0.03409950816571136,0.6009195427900107,0.010290013412386055
1326380_2011-02-08_2011-06-16,1.1239496562675817,1.308691316876529,0.025451828480642494,-0.07408714332038668,0.008470410143702312,0.05852668489348981,0.599270157400715,0.011023408758732726
1326380_2011-02-04_2011-06-14,1.167463843846369,1.3182045541589076,0.025367270151952725,-0.07196025683014806,0.00821973283025712,0.06624573972200339,0.5698274148307274,0.019277145186410084
1326380_2011-01-06_2011-05-16,1.0117431733720639,1.2835676499975344,0.02687271833909269,-0.07539118734396011,0.006617862315681622,0.17972844752227396,0.4604713074627368,0.10038916032967608
1326380_2010-11-18_2011-03-29,0.28640959309176295,1.0941176525586742,0.02698068673763656,-0.15032682563177402,0.0013548218750478735,0.7772035829997549,0.6080527807390705,0.02076732078830602
1326380_2010-09-22_2011-01-28,0.22732170990292588,1.075897412422374,0.027429051274654944,-0.12026144388364668,0.0009810497375266625,0.8418871522335583,0.308875232581648,0.29773305302770586
1326380_2010-09-15_2011-01-21,0.38812085021988674,1.1242603252814292,0.02844353642066574,-0.12026144388364679,0.0023809022736420715,0.6477113768437222,0.422098609382226,0.18485206474871194
1326380_2010-08-19_2010-12-27,0.5423394506714152,1.1673662446716073,0.02634410928488898,-0.10309279798481974,0.0019114482753261886,0.6818558450226451,0.4784805733097669,0.048411351404893034
1326380_2010-07-27_2010-12-01,-0.002757595384742184,0.9990142702384854,0.03191245548247801,-0.15945434398646297,-0.002231683608582835,0.6733538091498841,0.8231052336959297,0.001116168339836439
1326380_2010-06-24_2010-10-29,0.20756199539910147,1.0696787545356643,0.03269564050692393,-0.15945434398646297,-0.0014200580760328485,0.7834665893959624,1.0406324159169162,7.88954521353084e-06
1326380_2010-06-17_2010-10-22,-0.03291012583250352,0.9881197602100276,0.033163614984740665,-0.1594543439864632,-0.0025664826574445243,0.6181115458063587,1.0439090386131598,6.485327527844656e-06
1326380_2010-06-02_2010-10-07,-0.25516131066513825,0.900135600167996,0.03563532696038393,-0.21208110234657807,-0.006942780514758495,0.2108970383784517,0.9804528850380152,4.281818197780388e-05
1326380_2010-05-20_2010-09-27,-0.1048786794404768,0.961202661888983,0.038567691519980955,-0.22236722388139896,-0.0028126762111855275,0.6299734008457911,0.8953568039995665,0.0002395875492517958
1326380_2010-04-09_2010-08-16,-0.36334074599463084,0.8510729859666658,0.0383749752409757,-0.28240372683650095,-0.0018816494929421168,0.7189488714721968,0.9509915097405126,1.841709513776245e-05
1326380_2010-03-18_2010-07-26,-0.03531894921575751,0.9872400538889079,0.0366973782445288,-0.28240372683650117,0.0008329563582256672,0.8693535232847348,0.7706381426166975,0.00041060012123901764
1326380_2010-02-24_2010-07-01,0.03149031404185387,1.011134627660477,0.04079966317483301,-0.2804398918459885,0.0022564703858840574,0.716208786267841,0.9763063934900107,0.000895527833563925
1326380_2010-02-10_2010-06-18,0.005853294609947435,1.0020865418893912,0.040074731170315944,-0.2454831195894146,-0.0017637404924365496,0.7719486879402657,1.0056616091533956,0.0006694728231078774
1326380_2010-01-13_2010-05-21,0.07021300073624492,1.0245309427164238,0.03552097712519616,-0.19010205888778187,0.003880973424890577,0.47778426574735455,1.3561944418228207,5.580555624970336e-06
1326380_2009-11-19_2010-03-31,-0.26863594397048896,0.8942857080576367,0.04547436559197066,-0.3296959912229235,-0.001372136495133569,0.8661796203286919,1.241213808633689,0.008999522920237429
1326380_2009-08-25_2009-12-31,-0.05997242802240277,0.9781542681920898,0.03791321613711961,-0.26065341592189184,-0.001178073525888057,0.8592005707960549,0.5509149228157493,0.19060933985902245
1326380_2009-08-20_2009-12-28,-0.13372969141831903,0.9500213548090539,0.03818504000973207,-0.26065341592189106,-0.0023097675841472487,0.7339688630586487,0.4604793691926056,0.28740915057851424
1326380_2009-05-21_2009-09-28,0.5563219104119073,1.1711349449208341,0.04582735587057448,-0.20775189385678383,-0.00035557230252147853,0.9610387903505302,1.44271930979343,1.157738755005075e-05
1326380_2009-03-27_2009-08-04,-0.30649295646169106,0.8774703608781725,0.05689547770966743,-0.3695249324956221,-0.011062735794355905,0.2293548524453667,1.3250395546368863,0.00017342806047125574
1326380_2009-02-23_2009-06-30,-0.3874174250400143,0.8394355760975004,0.06570979009536919,-0.3266501802391597,-0.011113052382173416,0.27669750581512265,1.2790220559847025,3.021582708196212e-05
1326380_2009-02-11_2009-06-19,-0.3322032149446412,0.8657110737379852,0.067234766539797,-0.3210980421965324,-0.00630418489469331,0.5492582188168751,1.247069795266315,3.548789664418812e-05
1326380_2009-01-07_2009-05-15,0.5547816155981975,1.1707208579744874,0.06862439202416654,-0.20946663430035506,0.006529153369494445,0.5350728465297175,1.0283343312914384,0.00025131581362426605
1326380_2008-11-20_2009-04-01,2.8035663790273775,1.6114286150251156,0.08606011096048417,-0.20946663430035495,0.013842752216352894,0.2479043925408757,1.154182834096853,9.315297579586648e-07
1326380_2008-11-18_2009-03-30,0.7403283248513259,1.218820387694172,0.09122681136532634,-0.21206660417043965,0.01163250447496944,0.3381669541214489,1.2439579228202922,9.503470212914441e-08
1326380_2008-10-30_2009-03-11,-0.34807049923864275,0.8583078480104323,0.09685916368229527,-0.40536867758977546,0.00971546995971706,0.41456802035227625,1.37418540085921,3.110712482992086e-11
1326380_2008-10-02_2009-02-10,-0.551157243048738,0.751186779864068,0.10549835566287741,-0.5113097087716834,0.005264363734610145,0.6549379506680826,1.3918580718045261,1.6582404755945628e-18
1326380_2008-09-12_2009-01-21,-0.7686985107238715,0.5928172979353613,0.10499435764545291,-0.5753457804226516,0.00153662276328137,0.8980725235646858,1.3317047420855546,3.176699997880395e-17
1326380_2008-09-04_2009-01-12,-0.7826550091161727,0.5797860035606159,0.10331516577848893,-0.6047877036486703,-0.0002246698112168266,0.9850929210410937,1.312149821968745,1.2577782727398308e-16
1326380_2008-08-21_2008-12-29,-0.8524952435860192,0.504829829669556,0.09954022170198408,-0.6143675718796793,-0.0026360640401745794,0.8134823870583503,1.299841341255789,7.032128593663525e-18
1326380_2008-05-22_2008-09-29,-0.6314873746421475,0.70010239163175,0.0499219096452404,-0.3199443201366081,-0.006514300591609068,0.38433537189749056,1.0063837948745373,5.224744537524683e-06
1326380_2008-04-18_2008-08-25,-0.5297843027689182,0.7637711650371138,0.047446435557679995,-0.3153248729309772,-0.006862603644102627,0.3276714061833208,1.3884930144964747,2.941486806325674e-07
1326380_2008-04-16_2008-08-21,-0.5235291971521407,0.7673843921519569,0.047266068093622354,-0.3201262595221962,-0.007422600886401343,0.2917188464790251,1.3391462141916333,7.053308096908312e-07
1326380_2008-03-18_2008-07-24,-0.3083685450741872,0.8766220811967168,0.048520897562806344,-0.3201262595221962,-0.0029384926275476397,0.6704749288918601,1.5187801758299633,1.579080491116732e-09
1326380_2008-02-15_2008-06-24,-0.12563900953023277,0.9531807790840231,0.04960621456718542,-0.2547335617247297,-4.2832652102364754e-05,0.9951581568042436,1.4487158135739258,1.7309910842707522e-10
1326380_2008-02-13_2008-06-20,-0.10840697599587168,0.9598478119583185,0.050440432104889674,-0.2547335617247293,0.0007322643184817235,0.9188022809354712,1.4655487667312375,2.0264090343417084e-10
1326380_2008-02-07_2008-06-16,-0.06847629653309462,0.9749847551750962,0.049890166833491754,-0.25473356172472905,-0.0009267259558449759,0.9012308118699506,1.3508886024731548,1.1009943819440085e-08
1326380_2007-11-20_2008-04-01,0.2773341218655976,1.091354636360476,0.05124004304884142,-0.33080566949594925,0.005578044085303047,0.44389770362620806,1.3058900539285798,1.7033099828776374e-10
1326380_2007-08-23_2007-12-31,1.1251562535119506,1.3089567884446103,0.04310021296999448,-0.17868442428912057,0.006521748208716538,0.2963679134061138,1.3366766054947945,7.264249981221319e-10
1326380_2007-07-05_2007-11-08,1.2895394766375752,1.3442544325065506,0.04592900485671265,-0.11489557829475394,0.007253282015482032,0.2906572920387445,1.5188662626816052,5.5170979943197493e-11
1326380_2007-05-23_2007-09-28,2.5475893943529977,1.5718270815213073,0.04293640717466377,-0.11489557829475372,0.011121128127151714,0.08502005671895849,1.5111107308482552,4.489530639201232e-11
1326380_2007-04-26_2007-08-31,1.9600748588379782,1.4734058533129426,0.04262706428691568,-0.11489557829475405,0.011789360392098214,0.06788919115677161,1.5251923602409128,3.15289428522642e-10
1326380_2007-03-27_2007-08-02,1.2323112762200839,1.3321565636971808,0.03048776451787992,-0.07283240522263357,0.010659986690742418,0.05417336037926084,0.8062982420095806,0.0009735712793356455
1326380_2007-02-14_2007-06-22,2.0309239735838056,1.4859051459079302,0.034989823611865124,-0.07574111803729833,0.012821434700304168,0.03881667162809926,0.6704725337604105,0.02270508034409908
1326380_2007-02-12_2007-06-20,2.0750182755205344,1.4935897408235475,0.03498053023557165,-0.07574111803729833,0.012878031788873257,0.03886312106515681,0.6620427486912333,0.027348335342095357
1326380_2007-02-07_2007-06-15,1.88563044899416,1.4600632937194782,0.03482311469273536,-0.07574111803729855,0.01216454189718763,0.04952333577215094,0.6654703681181853,0.027544661131890826
1326380_2006-12-18_2007-04-30,0.6513063021933014,1.1961773788861088,0.031945829666307976,-0.11875214297290737,0.00474945426258655,0.39985031360303025,0.5483622875625948,0.08043595669247738
1326380_2006-11-21_2007-04-03,0.878156637423182,1.2524527783663777,0.032394424899866464,-0.11875214297290715,0.007722223600773237,0.17194352609333846,0.6789109203564572,0.029815091851217355
1326380_2006-08-17_2006-12-22,1.2025860994068802,1.3257939521997155,0.030822732196527383,-0.0784408572788351,0.00709584989898393,0.174999159983294,0.6094398085222086,0.2190216287772658
1326380_2006-06-22_2006-10-27,2.1692303589065176,1.5097744590357745,0.03927548131691834,-0.11301530879170374,0.011240328730939941,0.08681468054678045,0.9670825038833059,0.07613706859606423
1326380_2006-05-18_2006-09-25,0.3872177602587221,1.1239990469273482,0.04578516870112002,-0.19679691314061032,0.005808197780221791,0.39031954772643696,1.145569431462556,0.028312469236777913
1326380_2006-04-13_2006-08-21,-0.22363851028634008,0.9135601294792935,0.044705426646909414,-0.24411971267202404,0.002873404724970996,0.675025201001151,1.0906239250378158,0.010797913541240487
1326380_2006-03-21_2006-07-27,-0.2738954231723131,0.8919835556894984,0.04177128728300431,-0.26883149680983687,0.0027968559603366305,0.6661885163721122,1.186456567908676,0.0011259128793350843
1326380_2006-03-03_2006-07-11,-0.26544396854816066,0.895677697567581,0.04126504556517774,-0.2655180105195315,0.003331954373598567,0.605974687199818,1.4540317034654664,0.00017108092795628993
1326380_2006-02-16_2006-06-26,-0.29645736691686964,0.8819843199007203,0.039592869985272144,-0.2655180105195314,0.0009279918540401333,0.8840862369032669,1.210210967003941,0.0022572916765605916
1326380_2005-12-22_2006-05-03,2.5180308825501503,1.5671371897305244,0.038434536867416096,-0.11981803624675869,0.013907764504867748,0.054840462433954754,0.99862560881752,0.025257544739303358
1326380_2005-12-13_2006-04-24,1.6201572888309301,1.410595940328534,0.039953766870044684,-0.11981803624675869,0.009027641311438517,0.21130836789822233,0.9599440297598734,0.04228141354521072
1326380_2005-11-29_2006-04-07,1.520239384501001,1.3911439434702222,0.04117584049677377,-0.15436655556888979,0.008308513296014786,0.2713087838489175,0.9368072344466186,0.056135112866654575
1326380_2005-11-23_2006-04-04,1.349526812597607,1.3567286683982782,0.04213224116958855,-0.18783226508292594,0.007658611693172945,0.3167552523700339,1.0558708464143796,0.03749831444389717
1326380_2005-10-12_2006-02-21,1.171675039983818,1.319118682907286,0.04118763952969732,-0.2031294889156564,0.004312163492648402,0.5397434074939111,0.946084672419319,0.024476563092591715
866787_2019-05-21_2019-09-26,0.15180400295503804,1.0517703476931457,0.022513724691357852,-0.10196605617716958,0.0005226600029684114,0.8775329081097841,0.8423742803269456,9.907429113374654e-09
866787_2019-05-20_2019-09-25,0.36604764944890067,1.1178426101571783,0.024473788589942983,-0.10196605617716925,0.002190039005842026,0.5555927442783273,0.8854580867934219,2.883924775145172e-08
866787_2019-04-18_2019-08-26,0.059817022287427246,1.0209654189614639,0.021379320254020215,-0.10196605617716936,0.00014664728899460577,0.9639255178450762,0.7661053458466488,8.244105838836255e-09
866787_2019-04-10_2019-08-16,0.08563124018084878,1.0297781912150488,0.02135711556271672,-0.10196605617716958,0.00020202739342756182,0.9504519480320974,0.7933294385588525,2.0415899582894464e-08
866787_2019-03-20_2019-07-26,0.5461782696575961,1.1684031035610445,0.02022358038402987,-0.08491716383596482,0.0031411444130964306,0.33484947624387496,0.6820553043631333,0.00010938889931653792
866787_2019-02-26_2019-07-03,0.7012024379949628,1.2089625720671775,0.020834254697512135,-0.08491716383596437,0.003574708763283363,0.30533239025055475,0.6220467007978884,0.0006679563670232139
866787_2018-12-20_2019-05-01,0.8232793886914214,1.2392583824168615,0.019963988179338202,-0.043113645905026754,0.005513774327542187,0.1345063952556503,0.1597761469264434,0.2594696613618035
866787_2018-12-04_2019-04-15,0.7039718434103563,1.2096650913682525,0.02117785255592994,-0.0876717896235566,0.005108635325217437,0.17471798212697173,0.2520520101094771,0.06936744052592977
866787_2018-11-19_2019-04-01,0.8328875345889597,1.2415867742806732,0.026412098697426212,-0.08767178962355693,0.00612844532611212,0.21373457627972706,0.09698169840587878,0.5434703971741978
866787_2018-10-19_2019-03-01,0.9979072631687551,1.280407857473405,0.02732541524247996,-0.08767178962355693,0.007780582416082815,0.12202513126349976,0.06203022702644931,0.6921375847043415
866787_2018-09-27_2019-02-06,0.35034711749445613,1.1132370469561639,0.02866620278509554,-0.09354820281195109,0.004066795315432525,0.43824304078779563,0.07405064010350712,0.6373485674221284
866787_2018-09-26_2019-02-05,0.36489756342718116,1.1175064047688381,0.02866205687104233,-0.09354820281195109,0.004205527191260661,0.4231708525852691,0.07339399313756073,0.6402377787477547
866787_2018-09-18_2019-01-28,0.3655790947056614,1.1177056592206607,0.028810692986038618,-0.09354820281195109,0.004203887302388187,0.42701786742400305,0.09626858404955232,0.5360298681608524
866787_2018-06-14_2018-10-19,0.1855703507364015,1.0626802708249097,0.02322266605838695,-0.09354820281195109,0.003785126953289586,0.3646701316299731,0.3687467878961217,0.11805930184140741
866787_2018-05-22_2018-09-27,1.0637245380438634,1.2953156632838456,0.020313369519437696,-0.06416346134658368,0.007382900098218181,0.03621340635020314,0.9279604459371164,0.00018265733637236044
866787_2018-05-15_2018-09-20,0.5325517067590371,1.1647150611830446,0.026812913924389774,-0.09485937889304585,0.0025110634338543214,0.5837340577113106,1.0872246224169921,0.0008495844851842968
866787_2018-03-23_2018-07-31,0.3311125624768101,1.107547655748776,0.027805333989124426,-0.09612326604883115,-1.6839250652767035e-05,0.9969790317554823,0.9839757645128062,9.470135100870018e-06
866787_2018-02-28_2018-07-06,0.07388589556921787,1.0257853162291886,0.026992372796995737,-0.10362249801942391,-0.0015599688099502407,0.7348725548900427,0.7792843316602508,4.259888401574106e-05
866787_2018-02-27_2018-07-05,0.09459028340334963,1.032805220559187,0.027086800892684147,-0.10362249801942403,-0.000509729474773124,0.912840742217792,0.7225457337582595,0.00013803071939610733
866787_2017-12-22_2018-05-03,-0.26273023246357774,0.8968580764415689,0.029425770801741885,-0.2523495605384568,-0.003215276756473373,0.4880778661938676,0.8191828955194858,5.66473382816485e-07
866787_2017-12-21_2018-05-02,-0.27221546843755895,0.8927200587188125,0.029379228054950007,-0.2523495605384566,-0.003463865090665541,0.4535565960580106,0.8265571143687869,4.365815513466602e-07
866787_2017-12-05_2018-04-16,-0.36993311401044326,0.84791511458435,0.02969848609030259,-0.24165885426379552,-0.00580916659907893,0.21672645479323974,0.8369862342073495,3.06851107933371e-07
866787_2017-11-22_2018-04-04,-0.04150513970410741,0.9849743576600536,0.03200482290331251,-0.23062925525775813,-0.0006122074950559719,0.9017170565628669,0.8635373729648445,1.4953026508960003e-06
866787_2017-09-19_2018-01-26,2.049191151435053,1.4890973459360979,0.02284965343759947,-0.0406337085321512,0.008836092258132311,0.027669031628536386,0.8281281434796206,0.01898740509454261
