,cik
12087,40796.0
12088,1507277.0
12089,1286225.0
12090,1356857.0
12091,822614.0
12092,
12094,
12095,88205.0
12096,4165.0
12099,821538.0
12100,791262.0
12102,835270.0
12106,1415022.0
12108,
12110,737243.0
12111,1421712.0
12112,824185.0
12113,837038.0
12114,819028.0
12115,804307.0
12116,
12117,1122965.0
12118,823876.0
12119,838445.0
12120,832813.0
12121,786618.0
12122,826253.0
12123,725518.0
12124,41546.0
12125,355493.0
12126,833441.0
12127,820069.0
12128,801128.0
12129,801907.0
12130,837487.0
12131,842679.0
12132,
12133,
12134,832411.0
12135,832440.0
12136,815256.0
12137,
12138,832092.0
12139,910207.0
12140,42542.0
12141,4206.0
12143,795711.0
12144,352187.0
12145,836123.0
12146,771856.0
12147,833850.0
12148,829956.0
12149,821995.0
12150,
12151,
12152,846980.0
12153,790274.0
12154,
12155,731241.0
12156,803260.0
12157,836809.0
12158,30780.0
12159,
12160,17592.0
12161,842151.0
12162,831241.0
12163,799567.0
12164,836819.0
12165,839845.0
12166,834285.0
12167,
12168,744084.0
12169,840889.0
12170,
12171,839087.0
12172,
12173,
12174,837913.0
12176,4241.0
12177,821113.0
12178,109870.0
12179,836868.0
12180,
12181,833216.0
12182,
12183,
12184,4253.0
12185,824088.0
12186,837292.0
12187,764218.0
12188,821536.0
12189,
12190,842295.0
12191,
12192,1430124.0
12193,831906.0
12194,48276.0
12195,818645.0
12196,821243.0
12197,812012.0
12198,842396.0
12199,837290.0
12200,824841.0
12201,837022.0
12202,842009.0
12203,831355.0
12204,
12205,741339.0
12206,770509.0
12208,840401.0
12209,814586.0
12210,
12211,836157.0
12212,
12213,4317.0
12214,802851.0
12215,837759.0
12216,
12217,778734.0
12218,832485.0
12220,
12221,4344.0
12222,828942.0
12223,839479.0
12224,837602.0
12225,
12226,835011.0
12227,
12228,819182.0
12229,802595.0
12230,793526.0
12231,838790.0
12232,
12233,216810.0
12234,
12235,814581.0
12236,815838.0
12237,840759.0
12238,807450.0
12239,
12240,
12241,
12242,76055.0
12243,791027.0
12244,823754.0
12245,826757.0
12246,823550.0
12247,
12248,831968.0
12249,
12251,836620.0
12252,782126.0
12253,1135431.0
12254,87669.0
12255,
12256,
12257,817632.0
12258,71894.0
12259,724991.0
12260,724941.0
12261,798534.0
12262,839219.0
12263,
12264,276750.0
12265,837991.0
12266,704562.0
12267,768914.0
12268,841075.0
12270,836179.0
12271,202091.0
12272,311342.0
12273,832438.0
12274,819187.0
12275,812914.0
12277,
12276,837676.0
12278,108140.0
12279,803170.0
12280,803167.0
12281,
12282,760775.0
12283,837987.0
12284,719322.0
12285,840887.0
12286,
12298,
12299,724126.0
12300,
12307,1365916.0
12308,1091667.0
12310,1158420.0
12311,1326396.0
12312,1082526.0
12319,743872.0
12320,27425.0
12327,
12328,4410.0
12335,
12330,1498021.0
12336,
12340,1485469.0
12343,
12344,
12347,1338042.0
12348,1495479.0
12349,1379246.0
12350,1499961.0
12351,
12355,1487428.0
12356,1487101.0
12358,1213660.0
12359,1496623.0
12360,1299130.0
12362,1492915.0
12363,1495320.0
12364,1487990.0
12366,1443646.0
12369,1467858.0
12373,1498828.0
12374,1160958.0
12378,
12380,50471.0
12384,1489136.0
12386,
12387,4438.0
12389,1281922.0
12392,1411158.0
12394,
12395,734380.0
12398,1361103.0
12400,1397911.0
12402,1365101.0
12406,1493182.0
12407,
12408,
12409,904978.0
12410,1489979.0
12413,1375151.0
12415,
12416,
12424,701345.0
12432,
12437,1393066.0
12440,1439199.0
12446,1499912.0
12448,1132979.0
12449,1175454.0
12450,1495925.0
12451,1444363.0
12452,1337013.0
12456,1495569.0
12458,1481582.0
12459,4504.0
12466,
12467,
12473,1492691.0
12474,
12475,
12476,1389170.0
12477,1497770.0
12480,715579.0
12482,
12483,
12484,1421561.0
12485,1382219.0
12486,30831.0
12487,1302901.0
12488,1333822.0
12490,51143.0
12491,
12493,1036188.0
12494,1162112.0
12496,1171012.0
12497,1426800.0
12498,1448301.0
12501,1062613.0
12502,1501078.0
12503,808450.0
12504,
12509,1500836.0
12511,51396.0
12512,
12515,1504008.0
12521,1365038.0
12527,1420720.0
12538,
12669,
12539,350571.0
12544,1423242.0
12547,
12554,
12555,
12557,1494448.0
12558,1506307.0
12559,1227025.0
12562,51514.0
12563,
12570,216228.0
12571,4617.0
12573,1427925.0
12574,1407038.0
12575,1235007.0
12576,1096738.0
12577,1162194.0
12579,1392380.0
12580,1460198.0
12581,1441567.0
12583,1396814.0
12585,1504747.0
12586,1485933.0
12588,1073429.0
12589,
12590,
12591,1411494.0
12592,1453593.0
12597,
12598,
12615,1337298.0
12618,
12619,719271.0
12622,860730.0
12623,1501585.0
12626,1705260.0
12627,315428.0
12629,1325702.0
12634,
12635,
12637,1283843.0
12639,1401680.0
12640,1310114.0
12641,1487712.0
12642,
12643,
12645,1122388.0
12650,54480.0
12660,1502034.0
12667,1138776.0
12670,
12677,
12678,205015.0
12682,1491501.0
12685,
12686,
12688,1505823.0
12690,1509470.0
12691,1084817.0
12694,357070.0
12695,1369786.0
12696,1497275.0
12698,1274644.0
12700,1131457.0
12706,55247.0
12707,707611.0
12714,
12715,314474.0
12719,1163932.0
12722,
12723,4833.0
12730,
12731,
12742,1271024.0
12743,1506932.0
12747,1496099.0
12749,1310067.0
12750,351923.0
12757,
12758,1783400.0
12760,1404592.0
12765,
12766,352281.0
12773,
12774,726987.0
12781,1126956.0
12783,1489096.0
12784,1434589.0
12785,1514128.0
12788,1509991.0
12789,1411906.0
12792,1512077.0
12793,1451951.0
12795,1509432.0
12802,58405.0
12796,1498710.0
12797,1311230.0
12798,1169988.0
12810,
12811,715428.0
12829,
12830,
12835,1518222.0
12837,887021.0
12838,727747.0
12840,1120970.0
12845,
12846,
12853,
12854,350842.0
12861,
12862,
12865,1383729.0
12872,1510295.0
12873,1230276.0
12877,1006837.0
12879,1045829.0
12880,1514991.0
12881,1081078.0
12882,1366684.0
12883,1476719.0
12884,1511198.0
12887,1418862.0
12888,60195.0
12889,
12896,
12897,
12903,1096339.0
12905,1514705.0
12906,1413507.0
12907,1314592.0
12908,1378718.0
12909,
12910,724940.0
12913,1517175.0
12914,1357204.0
12915,1399935.0
12916,1487986.0
12917,
12918,5009.0
12920,1514743.0
12921,1513971.0
12922,1423542.0
12924,1182325.0
12925,
12926,
12927,1617640.0
12928,
12933,64718.0
12934,
12941,
12942,109543.0
12959,1047919.0
12960,1340127.0
12963,1434842.0
12967,706874.0
12968,
12969,
12971,1507986.0
12976,61300.0
12977,
12981,1519751.0
12984,
12985,
12992,
12993,
13004,
13005,
13006,709337.0
13007,1074902.0
13008,1507934.0
13009,1507934.0
13010,
13011,
13012,61946.0
13014,1511071.0
13018,1524471.0
13019,1528356.0
13020,
13021,
13035,1524472.0
13036,1520300.0
13037,1522420.0
13039,
13040,
13041,1520744.0
13047,101778.0
13046,1511737.0
13048,
13049,1415336.0
13055,
13056,5133.0
13063,62225.0
13064,276259.0
13071,
13072,
13078,1490930.0
13080,1364962.0
13081,1294924.0
13084,1524223.0
13085,1524358.0
13098,
13099,
13100,63416.0
13101,5185.0
13105,1520697.0
13106,1491778.0
13107,1466301.0
13108,1490281.0
13109,1311241.0
13110,1419852.0
13111,
13112,1216596.0
13113,1437557.0
13115,896842.0
13116,1509589.0
13119,63541.0
13120,92057.0
13121,1084384.0
13124,1528129.0
13127,
13128,5193.0
13136,
13139,1528837.0
13141,1518832.0
13143,
13144,
13151,
13152,5227.0
13159,1429260.0
13160,1462633.0
13167,1347613.0
13168,1526520.0
13169,1439404.0
13178,
13179,276298.0
13181,1528396.0
13186,
13187,
13188,1530950.0
13194,
13196,1171155.0
13198,1275101.0
13201,1463258.0
13202,1526119.0
13203,1526952.0
13207,
13210,1352010.0
13215,
13216,5320.0
13222,1529979.0
13223,
13224,5343.0
13225,1275712.0
13227,1080747.0
13231,
13232,733775.0
13244,1520006.0
13249,1443669.0
13250,1536035.0
13253,1524741.0
13258,
13259,
13260,1313275.0
13261,1330421.0
13262,1340652.0
13263,1461993.0
13264,767884.0
13265,1108967.0
13266,
13267,858339.0
13274,
13275,
13276,1416995.0
13278,1518715.0
13279,1506492.0
13280,1408278.0
13282,
13283,5385.0
13284,1411207.0
13285,1431897.0
13290,69067.0
13291,36127.0
13292,1301031.0
13294,1420850.0
13298,1372375.0
13299,1520566.0
13302,1519401.0
13303,72162.0
13304,1318060.0
13305,1439288.0
13311,69526.0
13312,
13314,1533932.0
13316,1129260.0
13318,1345016.0
13323,1463101.0
13324,1133416.0
13325,1274792.0
13326,1493594.0
13328,1493761.0
13329,1117733.0
13330,1514732.0
13336,1537951.0
13337,1401257.0
13338,
13339,5421.0
13340,1432150.0
13342,1223862.0
13343,1439095.0
13346,
13347,716384.0
13349,
13354,70047.0
13355,
13356,1534701.0
13362,
13363,1025589.0
13367,1535031.0
13369,1434524.0
13370,70610.0
13371,
13372,1510326.0
13373,1490165.0
13374,1174266.0
13375,1534992.0
13377,1212458.0
13378,1532543.0
13379,1353283.0
13380,1370755.0
13384,1502749.0
13385,822411.0
13389,
13390,
13397,
13398,
13399,1524025.0
13409,1512074.0
13400,1158863.0
13402,1201663.0
13407,1326801.0
13408,1526796.0
13410,1356576.0
13411,1213037.0
13412,837852.0
13418,
13426,
13427,
13429,1545654.0
13430,1618756.0
13434,
13435,
13442,
13443,5505.0
13447,1373715.0
13450,
13451,
13453,1092662.0
13454,890264.0
13455,1106838.0
13456,1491576.0
13469,
13470,700721.0
13477,
13478,
13485,
13486,
13493,
13494,
13502,1544229.0
13506,
13507,904163.0
13508,1547459.0
13511,1327567.0
13514,
13515,350898.0
13520,1524931.0
13521,1236997.0
13522,702165.0
13523,5550.0
13524,1415301.0
13525,1544116.0
13526,1540400.0
13527,1177609.0
13528,1530249.0
13529,1542299.0
13530,
13531,5549.0
13532,1390162.0
13533,1386858.0
13534,1538263.0
13535,1312928.0
13536,1477032.0
13537,1528930.0
13543,1237831.0
13548,1546417.0
13549,
13550,5582.0
13551,1375271.0
13552,1519817.0
13553,808461.0
13554,808461.0
13556,1353487.0
13557,
13558,205024.0
13559,1550695.0
13563,1552800.0
13560,880177.0
13561,1541119.0
13564,1507881.0
13565,
13573,
13566,
13567,1546640.0
13574,
13577,1173514.0
13579,1475841.0
13581,
13582,
13585,1349454.0
13594,1479750.0
13597,1597131.0
13598,1545158.0
13599,849146.0
13600,1107843.0
13602,
13603,724024.0
13604,1378992.0
13610,74303.0
13611,
13616,1383871.0
13621,1401667.0
13622,1398987.0
13625,1549346.0
13627,1555365.0
13628,1327811.0
13629,
13630,
13636,1549872.0
13637,75104.0
13638,5696.0
13640,1543643.0
13641,1539838.0
13642,1551739.0
13643,1270073.0
13644,1436304.0
13645,
13646,5719.0
13647,1549756.0
13648,1251769.0
13649,1547635.0
13650,1512931.0
13652,1505512.0
13653,75160.0
13654,
13655,1546381.0
13656,1548309.0
13658,1177845.0
13661,812074.0
13662,
13687,1528849.0
13688,1004980.0
13689,225255.0
13690,1294016.0
13693,1488039.0
13694,763563.0
13695,1436549.0
13696,
13697,1415813.0
13699,1528610.0
13702,1463959.0
13704,1077183.0
13705,1362925.0
13708,1046859.0
13709,
13710,
13711,1408356.0
13712,1401521.0
13713,1476264.0
13717,
13718,729545.0
13721,1551152.0
13725,
13726,
13730,1534504.0
13733,
13734,5796.0
13739,1437578.0
13741,
13742,5806.0
13743,
13748,1561680.0
13754,1284506.0
13755,1293310.0
13757,
13758,
13759,1168197.0
13761,1264587.0
13766,1328581.0
13768,
13769,744825.0
13776,
13777,713425.0
13784,
13785,723264.0
13788,1555280.0
13790,1527349.0
13791,1462694.0
13792,
13793,314202.0
13794,1561387.0
13796,1360214.0
13797,1562463.0
13798,1176309.0
13799,1561627.0
13800,1315657.0
13802,1517302.0
13805,
13806,52577.0
13812,1389002.0
13813,
13814,
13816,1118417.0
13818,1564822.0
13819,1180079.0
13821,77385.0
13822,350190.0
13825,1177648.0
13827,1562214.0
13828,1546296.0
13829,1373707.0
13830,1024657.0
13831,1562039.0
13837,1559865.0
13844,1433607.0
13848,
13849,717037.0
13856,77476.0
13857,
13858,1313911.0
13860,1564902.0
13861,1547063.0
13862,1562476.0
13863,25743.0
13864,
13865,
13869,1394156.0
13870,1117480.0
13872,
13873,893769.0
13874,1555492.0
13875,1411488.0
13876,1567345.0
13877,1564618.0
13878,1376339.0
13879,854800.0
13880,
13881,314306.0
13882,1477598.0
13883,1544227.0
13885,1553326.0
13890,1169652.0
13891,1391636.0
13896,357097.0
13899,
13900,
13901,764180.0
13902,5951.0
13903,1533526.0
13904,1535929.0
13906,1095996.0
13908,1745916.0
13909,1284807.0
13911,1478242.0
13914,1303652.0
13916,1555365.0
13919,874501.0
13920,1131543.0
13921,1488813.0
13923,1556739.0
13924,1571498.0
13928,1163165.0
13929,
13931,832488.0
13932,1490660.0
13934,1496631.0
13935,70487.0
13936,78239.0
13937,
13938,1288359.0
13939,1137091.0
13940,1269021.0
13942,1463729.0
13943,1380846.0
13944,
13945,277592.0
13947,1293971.0
13949,1402057.0
13952,
13953,6009.0
13954,1434868.0
13956,1537054.0
13957,1573097.0
13958,1571088.0
13959,1275158.0
13960,
13961,723198.0
13962,1401708.0
13963,1564708.0
13964,1564708.0
13965,1173281.0
13966,1509190.0
13967,1070081.0
13969,1549966.0
13970,1564709.0
13976,1009891.0
13977,1534287.0
13979,
13980,20972.0
13983,1024305.0
13988,
13992,1484504.0
13993,1315255.0
13995,
13996,
13998,1569391.0
14004,1568832.0
14005,1565337.0
14006,1375796.0
14007,
14008,318154.0
14024,215101.0
14015,
14016,719158.0
14017,1566897.0
14026,1573166.0
14029,1575571.0
14030,1567683.0
14031,
14032,
14033,1497253.0
14040,101830.0
14041,1574460.0
14042,1572684.0
14043,1574532.0
14044,1439222.0
14045,1512499.0
14046,
14050,1577791.0
14051,1476963.0
14052,1482080.0
14053,1562594.0
14054,1576263.0
14055,1302573.0
14056,1130598.0
14057,1475274.0
14058,
14059,741559.0
14060,1565228.0
14062,1574648.0
14063,1122897.0
14065,1578318.0
14066,81122.0
14067,
14072,1356090.0
14074,
14076,1573516.0
14082,
14083,
14087,1415624.0
14090,82286.0
14091,6161.0
14093,1556266.0
14094,1349929.0
14095,1259515.0
14097,1424929.0
14099,1441693.0
14101,1311596.0
14102,1575515.0
14103,
14104,723441.0
14106,1574815.0
14107,1430306.0
14111,
14112,353577.0
14127,1555074.0
14131,1577095.0
14133,1379006.0
14135,1141197.0
14136,1384905.0
14137,1384195.0
14138,
14139,354150.0
14141,1571123.0
14143,1407190.0
14145,1158114.0
14146,
14147,
14148,1385228.0
14149,1576169.0
14150,1563699.0
14151,1571329.0
14152,943110.0
14153,1575988.0
14154,1023993.0
14155,106106.0
14158,1403708.0
14159,1370880.0
14160,1488613.0
14161,1175505.0
14162,
14163,
14164,1477200.0
14166,1532961.0
14167,1410939.0
14168,1561660.0
14169,1577916.0
14170,
14171,719135.0
14172,1449792.0
14173,1579252.0
14174,1648428.0
14175,855874.0
14176,1280600.0
14179,1433270.0
14182,1579298.0
14185,1320461.0
14189,
14190,6273.0
14197,83440.0
14198,6284.0
14213,1578732.0
14218,847903.0
14219,6292.0
14221,1581091.0
14226,
14227,6314.0
14229,1584207.0
14230,1454389.0
14231,1393052.0
14237,1100397.0
14238,1337553.0
14239,1517228.0
14242,
14243,
14244,1237746.0
14245,1434316.0
14246,1407268.0
14247,1575360.0
14249,
14250,
14251,
14253,1563665.0
14254,1128725.0
14256,1348324.0
14257,1125345.0
14258,1195734.0
14260,1411574.0
14261,1553588.0
14262,850261.0
14263,1384101.0
14266,1282613.0
14269,
14270,
14271,1348334.0
14273,1364954.0
14274,1411688.0
14276,31235.0
14285,
14286,6383.0
14288,1580185.0
14289,17485.0
14290,1361470.0
14292,1582616.0
14293,
14294,
14295,1418091.0
14296,1579157.0
14303,275119.0
14304,1575879.0
14305,1327467.0
14306,88190.0
14307,6435.0
14310,
14312,1580156.0
14313,1507957.0
14314,
14315,726637.0
14316,1503802.0
14317,1580670.0
14318,1547903.0
14321,1416792.0
14322,319256.0
14323,317093.0
14324,1581607.0
14325,1438133.0
14327,1478484.0
14328,1411579.0
14329,1584509.0
14330,
14331,352425.0
14429,90633.0
14335,1582966.0
14337,1585064.0
14338,1585689.0
14339,1307579.0
14340,1452751.0
14349,89869.0
14352,1561743.0
14355,1063537.0
14356,1361248.0
14357,89629.0
14358,1431959.0
14359,1326732.0
14366,
14373,
14374,724705.0
14378,1412270.0
14381,
14392,1584952.0
14393,1587755.0
14400,1574596.0
14401,1587732.0
14402,1014022.0
14406,1590714.0
14408,1588216.0
14409,1588238.0
14410,
14414,1580608.0
14419,1321834.0
14420,
14422,1346830.0
14423,1305253.0
14425,1585023.0
14426,1399529.0
14430,725774.0
14431,1253689.0
14432,1567514.0
14433,1585583.0
14434,1590976.0
14435,1473334.0
14436,1515673.0
14437,90827.0
14438,318499.0
14440,1438533.0
14441,1506439.0
14442,1429560.0
14444,1269026.0
14445,
14446,6706.0
14447,1105533.0
14448,1454189.0
14449,1044378.0
14450,1578348.0
14451,1367920.0
14452,1485003.0
14453,
14454,
14455,1586105.0
14456,827871.0
14457,1419600.0
14458,1457612.0
14459,1294133.0
14461,91741.0
14462,315645.0
14464,1578735.0
14465,1338095.0
14467,1479290.0
14468,1533040.0
14469,1554859.0
14470,1591877.0
14471,1360683.0
14472,1361113.0
14478,1592480.0
14479,1580905.0
14487,1587523.0
14488,
14490,1579684.0
14495,1580808.0
14496,732639.0
14497,1388320.0
14498,1372414.0
14499,1314223.0
14502,1433714.0
14503,1579877.0
14504,1115128.0
14505,1592000.0
14506,1358483.0
14509,92275.0
14510,6831.0
14516,1410384.0
14517,
14518,
14521,937098.0
14523,1347858.0
14525,92879.0
14526,6845.0
14528,1273636.0
14530,1301501.0
14531,1517022.0
14532,1591588.0
14533,353001.0
14534,
14535,1404644.0
14536,1133818.0
14537,1277141.0
14538,1497504.0
14541,93410.0
14542,1652044.0
14543,1589526.0
14544,799288.0
14545,1535955.0
14547,1591698.0
14548,1289636.0
14550,1588972.0
14551,1574235.0
14552,1557421.0
14553,1329799.0
14554,1459417.0
14555,1513818.0
14556,1575793.0
14558,40729.0
14565,1422183.0
14567,1594109.0
14568,
14569,6857.0
14570,1595262.0
14573,1707178.0
14574,1596967.0
14576,
14577,
14578,1412043.0
14579,1590955.0
14580,1595974.0
14584,
14585,
14588,1594879.0
14589,1328143.0
14590,1592016.0
14591,1701808.0
14592,94130.0
14593,320193.0
14594,1594337.0
14596,1288847.0
14597,1411488.0
14599,1145255.0
14605,
14601,1593538.0
14602,1697463.0
14603,1069899.0
14604,1056943.0
14606,
14607,1591890.0
14608,1597033.0
14609,1132105.0
14610,1529113.0
14612,1432732.0
14613,
14614,714277.0
14656,95304.0
14615,1280776.0
14617,1176948.0
14621,
14622,719545.0
14625,1598665.0
14632,1599617.0
14634,1594466.0
14636,1600422.0
14637,1591517.0
14641,1463172.0
14645,1261249.0
14646,1423824.0
14647,1341235.0
14648,
14649,317229.0
14650,1505732.0
14653,700565.0
14654,1592379.0
14657,721671.0
14658,1499807.0
14663,1442236.0
14664,
14665,728398.0
14667,1579910.0
14668,1178253.0
14670,1430723.0
14671,
14672,
14673,225049.0
14675,1537435.0
14677,1327318.0
14680,
14681,
14682,1597672.0
14683,1532930.0
14684,1598428.0
14685,1704720.0
14688,1297184.0
14689,738214.0
14690,1437402.0
14691,1042074.0
14693,1378624.0
14694,1500435.0
14695,1510580.0
14696,1593936.0
14697,1470099.0
14699,
14700,
14701,
14702,6951.0
14703,1599222.0
14707,1428522.0
14708,1590750.0
14711,
14712,1459266.0
14713,1602367.0
14714,1596532.0
14715,1145986.0
14716,1576940.0
14717,1367311.0
14719,1600470.0
14720,8504.0
14723,1328015.0
14728,
14729,312258.0
14736,97349.0
14737,311882.0
14744,
14745,
14750,1428875.0
14751,1599489.0
14759,1604028.0
14760,97571.0
14761,7039.0
14763,1596783.0
14773,821483.0
14774,1478121.0
14776,1601712.0
14778,1499832.0
14779,
14780,317173.0
14781,1593195.0
14782,1371285.0
14787,
14788,7047.0
14790,1501756.0
14792,1601545.0
14793,870385.0
14795,98362.0
14796,
14797,1217234.0
14801,1245104.0
14803,1428336.0
14805,1437786.0
14807,1325618.0
14808,
14809,352991.0
14810,1602658.0
14811,
14812,1606366.0
14813,1507605.0
14815,1267813.0
14816,98677.0
14817,1052673.0
14818,1582982.0
14820,1402479.0
14821,1589094.0
14822,1598646.0
14823,1393434.0
14824,99141.0
14825,7097.0
14827,1472343.0
14828,1597553.0
14829,1599891.0
14830,1606268.0
14831,1599947.0
14832,
14833,731655.0
14834,1449278.0
14836,1271214.0
14840,
14841,7105.0
14849,1609132.0
14851,1476651.0
14852,1537028.0
14855,1481582.0
14859,356364.0
14860,7118.0
14861,1422109.0
14862,1279704.0
14867,
14868,225051.0
14870,1606363.0
14871,1581720.0
14872,1606745.0
14873,1606745.0
14874,1493566.0
14875,
14877,1606163.0
14878,1608298.0
14879,1492674.0
14880,1368993.0
14881,1604416.0
14882,1590895.0
14883,100783.0
14884,1601548.0
14889,759944.0
14890,1608638.0
14891,100880.0
14892,7184.0
14904,
14905,201131.0
14908,1611110.0
14912,100968.0
14913,65291.0
14915,1563407.0
14920,
14921,
14925,1137883.0
14926,1609702.0
14927,1478069.0
14930,1522690.0
14932,836147.0
14934,1566826.0
14937,1404281.0
14938,1157602.0
