,gvkey,fyear,mkvalt
7121,113419,2010.0,1608.057
7122,113419,2010.0,1608.057
7123,113419,2013.0,2121.84
7124,113419,2013.0,2121.84
7125,113419,2014.0,2024.778
7126,113419,2014.0,2024.778
7127,113419,2015.0,2409.352
7128,113419,2015.0,2409.352
7129,113419,2016.0,2325.832
7130,113419,2016.0,2325.832
7131,113419,2017.0,2157.3
7132,113419,2003.0,2500.272
7133,113419,2017.0,2157.3
7134,113419,2004.0,2128.58
7135,113419,2004.0,2128.58
7136,114303,2000.0,17982.2656
7137,114303,1999.0,15537.7471
7138,114303,1999.0,15537.7471
7139,114303,2000.0,17982.2656
7140,114303,2001.0,17706.1497
7141,114303,2001.0,17706.1497
7142,114524,2003.0,41950.8207
7143,114524,2000.0,8885.25
7144,114524,1998.0,9711.0363
7145,114524,1998.0,9711.0363
7146,114524,1999.0,16247.0841
7147,114524,1999.0,16247.0841
7148,114524,2000.0,8885.25
7149,114524,2007.0,44813.7686
7150,114524,2007.0,44813.7686
7151,114524,2008.0,17897.069
7152,114524,2001.0,18548.6271
7153,114524,2001.0,18548.6271
7154,114524,2002.0,21110.8061
7155,114524,2002.0,21110.8061
7156,114524,2005.0,60688.7893
7157,114524,2005.0,60688.7893
7158,114524,2006.0,41151.1558
7159,114524,2006.0,41151.1558
7160,114524,2011.0,39019.1507
7161,114524,2011.0,39019.1507
7162,114524,2012.0,65991.0238
7163,114524,2012.0,65991.0238
7164,114524,2013.0,70995.31
7165,114524,2013.0,70995.31
7166,114524,2014.0,68690.88
7167,114524,2014.0,68690.88
7168,114524,2017.0,38834.46
7169,114524,2017.0,38834.46
7170,114524,2018.0,25684.05
7171,114524,2018.0,25684.05
7172,114524,2009.0,30537.2105
7173,114524,2010.0,36115.2693
7174,114524,2015.0,32536.32
7175,114524,2015.0,32536.32
7176,114524,2016.0,32273.03
7177,114524,2016.0,32273.03
7178,114524,2003.0,41950.8207
7179,114524,2004.0,77866.8274
7180,114524,2004.0,77866.8274
7181,114628,2000.0,42187.6125
7182,114628,1999.0,36403.0208
7183,114628,1999.0,36403.0208
7184,114628,1999.0,36403.0208
7185,114628,2000.0,42187.6125
7186,114628,2007.0,99494.96
7187,114628,2002.0,38740.944
7188,114628,2002.0,38740.944
7189,114628,2002.0,38740.944
7190,114628,2003.0,47665.288
7191,114628,2003.0,47665.288
7192,114628,2003.0,47665.288
7193,114628,2004.0,51751.44
7194,114628,2005.0,59373.184
7195,114628,2005.0,59373.184
7196,114628,2004.0,51751.44
7197,114628,2004.0,51751.44
7198,114628,2005.0,59373.184
7199,114628,2006.0,87679.48
7200,114628,2000.0,42187.6125
7201,114628,2006.0,87679.48
7202,114628,2006.0,87679.48
7203,114628,2007.0,99494.96
7204,114628,2008.0,38341.746
7205,114628,2008.0,38341.746
7206,114628,2008.0,38341.746
7207,114628,2007.0,99494.96
7208,114628,2001.0,44660.2
7209,114628,2009.0,91629.468
7210,114628,2009.0,91629.468
7211,114628,2009.0,91629.468
7212,114628,2001.0,44660.2
7213,114628,2001.0,44660.2
7214,114628,2011.0,46689.009
7215,114628,2011.0,46689.009
7216,114628,2011.0,46689.009
7217,114628,2012.0,61292.58
7218,114628,2012.0,61292.58
7219,114628,2012.0,61292.58
7220,114628,2018.0,63629.345
7221,114628,2016.0,99323.86
7222,114628,2016.0,99323.86
7223,114628,2016.0,99323.86
7224,114628,2013.0,82851.324
7225,114628,2013.0,82851.324
7226,114628,2013.0,82851.324
7227,114628,2017.0,99076.164
7228,114628,2017.0,99076.164
7229,114628,2017.0,99076.164
7230,114628,2018.0,63629.345
7231,114628,2018.0,63629.345
7232,115404,2002.0,2568.4713
7233,114777,2001.0,1150.6535
7234,114777,2001.0,1150.6535
7235,115404,2000.0,2826.3056
7236,115404,2000.0,2826.3056
7237,115404,2001.0,2194.6998
7238,115404,2001.0,2194.6998
7239,114777,1998.0,1144.895
7240,114777,1999.0,797.5386
7241,114777,1999.0,797.5386
7242,114777,2000.0,1009.6446
7243,114777,2000.0,1009.6446
7244,115404,1999.0,5758.8375
7245,115404,1999.0,5758.8375
7246,115404,2004.0,2555.6467
