CIK,day -1,day 0,R,MKT,R - MKT,vol,EA,10d - MKT,30d - MKT,60d - MKT,90d - MKT,120d - MKT,IDT,10d - IDT,30d - IDT,60d - IDT,90d - IDT,120d - IDT
702165,2019-02-08,2019-02-11,1.0533651786900635,1.01501904,0.038346138690063425,1.3778366438008456,,0.01891715560231355,0.021190335091212598,0.11505935309690107,0.06266629442347149,-0.009688101006830374,Trans,0.0248747717859088,0.07153981080232052,0.13462884950894338,0.11713703927228836,0.04166989918316677
702165,2019-04-23,2019-04-24,1.0056527961521278,0.99630322,0.009349576152127725,1.0719110226992095,0.0,0.01810110390405617,0.027645121029293618,-0.04113044704775348,-0.12165881350371233,-0.10957897551349471,Trans,0.033089039442118384,0.05936773852079369,0.006548223762081973,-0.043105708602420356,-0.01486914723951438
702165,2018-08-02,2018-08-03,1.0199634099081614,1.00771426,0.012249149908161394,0.8839224476113836,,0.019734296024049858,0.036805899061436165,0.027429738031330864,-0.0013331056490459847,0.05177785332171936,Trans,0.011696928966534514,0.013133428829106508,0.039777283147463316,0.010801400120390325,0.05868145846726991
702165,2019-01-23,2019-01-24,1.0055416135808743,1.0113207,-0.005779086419125612,1.1553518630673958,0.0,0.010973648958446658,0.035558367678605096,0.1267257438967131,0.168346246213263,0.03991455399063493,Trans,-0.01808517601407278,0.03345962904382094,0.09240091303888631,0.16822543516827726,0.08562185609872297
702165,2018-10-23,2018-10-24,1.046314609262436,0.98535731,0.06095729926243598,1.9575720220904522,0.0,0.07442403367873207,0.04224683116237549,0.08404380876449413,0.13477440227214332,0.20766878999074634,Trans,0.05610480658552186,0.019430587823801027,0.08969279801752539,0.1366480675130166,0.17847931508091652
702165,2018-07-24,2018-07-25,1.056642646053611,1.0062834,0.05035924605361086,0.9710332674169951,0.0,0.06530127846398703,0.06752651356448358,0.04850267931939223,0.09553232950382229,0.09459278285524597,Trans,0.023017622921671865,0.009788636188095001,0.025580720566385717,0.02311149504100074,0.08717918371890432
702165,2018-04-24,2018-04-25,1.072016011949269,1.0106096,0.06140641194926899,1.8645983223951548,0.0,0.0951216485350932,0.07345513214481958,0.1317564174076713,0.18408457599810069,0.21757958173514247,Trans,0.09968445725879516,0.06693508757605282,0.1418881168242232,0.16030309130412257,0.19592897390158415
702165,2018-01-23,2018-01-24,0.9773835694860465,0.9993990899999999,-0.02201552051395339,1.7932722823644383,0.0,-0.0041382324631387135,-0.04362276741289317,-0.04534073238186931,0.024361245610774795,0.02283512073178151,Trans,0.028996687143916344,0.011016937085065126,-0.01749515360922005,0.04165851393002851,0.09060364837419543
702165,2017-12-05,2017-12-06,1.0157735702907702,1.00329622,0.01247735029077024,2.030612289956793,,0.02291776723585892,0.010686642216588771,-0.029263824727820964,-0.04042757512911077,0.051350554450722674,Trans,0.011210636625641257,-0.012891323975446234,0.01233162194588644,-0.03264826019690581,0.04228255434525985
702165,2017-11-14,2017-11-15,1.0176405560289086,1.00484748,0.012793076028908557,0.8192343061564499,,0.05910688556651955,0.09752241629989555,0.0641712232988978,0.03287432430844017,0.1255939110381652,Trans,0.006142941366262811,0.02291930331308678,0.04027736257162995,-0.0026123351932245686,0.08292442253057941
702165,2017-10-27,2017-10-30,0.9833146589646221,0.9976894199999999,-0.014374761035377825,1.4535143319003143,,-0.04368870974329042,0.025249521905335026,0.012386536229531897,-0.022617493143823664,-0.023035084898646252,Trans,-0.01520917354920881,-0.002659594683026123,0.004571559239740397,-0.01641050314863901,-0.036009152895978946
702165,2017-08-11,2017-08-14,1.0298558976477639,1.00918867,0.020667227647763964,0.8678640803229786,,0.007640512929278254,0.09446879519591422,0.0430804547553707,0.1308956226307214,0.08870467574208507,Trans,0.014132367459548822,0.0613757247780633,0.06098867400670405,0.08182653454926192,0.08016091107342538
702165,2017-07-28,2017-07-31,0.9889696043140794,1.00129736,-0.012327755685920483,1.7288136698209087,,0.05064545797004305,0.09707520035031214,0.11176162169722992,0.14133732226220563,0.1656690592326171,Trans,0.04203268978648311,0.08142789642032344,0.08581923018581628,0.10483458952332048,0.09730799863118489
702165,2019-04-30,2019-05-01,0.9858347253743337,0.99011328,-0.0042785546256662865,0.6828165018138563,,0.016762881608736513,-0.014393149435474095,-0.09242182218382977,-0.12917828282967103,-0.09300238144160566,Trans,0.02196991866741771,0.003856009221338441,-0.061675451397856906,-0.06796100219814905,-0.024137194913881888
702165,2018-02-14,2018-02-15,1.0027416477303903,1.0124036299999999,-0.00966198226960957,1.0170990597578395,,-0.02502209411070866,-0.024789913708799793,0.04290853389092675,0.043720688356902127,0.15160904682595278,Trans,-0.01904152861948749,-0.04773233037446578,0.01907550389101842,0.029659918876857594,0.10577041973347434
702165,2016-04-11,2016-04-12,1.0234611584131004,1.02232177,0.0011393884131003507,1.2091149087506752,,0.14340792538268632,0.013360170814832095,0.02445924303931757,0.06929048187847808,0.14022185889880312,Trans,0.1307583561729886,0.05429682313433315,0.08987275777464221,0.1215699620202515,0.16219909745782113
702165,2016-04-08,2016-04-11,0.9660081394566099,1.00707228,-0.04106414054339014,1.0557207502596015,,0.09681722490350886,0.03267990151514799,0.009984161445643958,0.021731252566547177,0.09604668000051664,Trans,0.08938721764034163,0.06660033139879384,0.08125851777575344,0.07595117285800423,0.12068158193941425
702165,2015-12-22,2015-12-23,1.0082490889623577,1.0118856999999999,-0.0036366110376422345,1.1185873541569544,,-0.036555336612308476,-0.08041108775855355,-0.024974079080413936,0.02284924686844092,-0.04927797076160534,Trans,-0.02081299242392054,-0.08186783407827591,-0.06739794064714466,0.027280776553873176,-0.002586476916640046
